ID,POS,Name,ORG,Lev,Age,HT,B,OVR,POT,WE,INT,Prone,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,C FRM,C ARM,IF RNG,IF ARM,OF RNG,OF ARM,SPE,STE,RUN
38602,C,ETHAN DUMONT,SEA,MLB,25,6' 6',Right,68,68,N,N,Normal,50,55,55,50,50,50,55,55,50,50,50,55,55,50,50,50,55,55,50,50,65,60,30,45,35,45,30,25,30
38772,C,AIMAR FRIAS,SD,MLB,26,6' 0',Right,68,68,N,N,Normal,50,45,60,40,45,50,50,65,40,45,50,45,60,40,45,50,45,65,40,45,65,55,30,45,30,40,40,25,20
30370,C,KENT JEFFRIE,BAL,MLB,25,6' 2',Right,68,80,L,L,Fragile,50,50,55,55,55,50,50,55,55,55,50,50,55,55,55,50,50,60,55,55,65,70,35,60,35,60,35,30,25
36409,C,YOVAN RODRÍGUEZ,ANA,MLB,27,6' 4',Right,68,72,N,L,Iron Man,45,45,55,30,80,45,50,65,35,80,45,45,55,30,75,45,45,60,30,80,65,40,30,30,30,35,20,20,25
28799,1B,SUTHERLAND RONG,ARI,MLB,23,6' 5',Right,68,70,N,L,Normal,55,50,60,45,55,55,50,75,50,60,55,50,60,45,50,55,50,60,45,60,20,20,45,65,35,60,35,45,50
38556,C,SIMAIKA SINI,PHI,MLB,22,6' 4',Left,68,80,N,N,Normal,50,50,70,50,35,50,50,60,50,35,55,50,70,55,40,55,55,80,60,35,55,55,35,45,35,50,25,30,20
33999,1B,THEO SOUZA,HOU,MLB,26,6' 4',Switch,68,75,N,H,Normal,50,50,60,50,65,50,50,60,50,65,50,50,55,50,65,55,50,60,50,65,20,20,40,40,40,30,45,55,60
34338,C,RODRIGO VELASTEGUI,KCR,MLB,26,6' 6',Right,68,68,H,N,Fragile,50,50,50,45,55,50,50,50,50,55,50,50,50,45,55,50,50,50,45,55,65,55,30,45,25,45,20,20,20
30987,LF,DARIUS ZUMA,KCM,MLB,25,6' 2',Right,68,68,H,N,Normal,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,20,20,35,40,65,50,70,70,80
38881,SP,ZAGO ALARCON,LAD,AAA,23,6' 1',Right,67,80,N,N,Fragile,45,35,25,40,45,50,35,25,45,45,45,35,20,40,45,45,35,25,40,45,20,20,30,35,35,45,30,20,20
38716,LF,ISIDORO ALMONTE,BAL,MLB,21,6' 2',Switch,67,67,N,N,Normal,50,55,75,60,40,45,50,60,50,35,50,55,80,65,40,50,80,75,60,40,20,20,30,45,60,50,60,40,50
40944,SS,NOLAN DILONE,OAK,MLB,23,6' 1',Switch,67,67,N,N,Durable,60,45,55,35,60,60,45,55,35,65,55,45,55,35,60,60,45,55,40,60,20,20,75,70,45,70,50,55,65
40121,1B,WYATT DORF,STL,MLB,25,6' 4',Right,67,80,N,N,Normal,55,55,50,65,60,55,55,50,70,60,55,55,50,65,55,65,80,70,65,70,20,20,65,55,30,55,65,50,60
34310,LF,KOJI KATO,STL,MLB,30,6' 2',Left,67,67,N,N,Normal,50,65,55,60,55,50,60,50,55,50,50,65,55,60,55,50,65,55,60,55,25,20,50,35,60,50,65,75,80
26058,2B,TYLER KOHUT,MON,AAA,24,6' 4',Right,67,71,N,N,Normal,60,50,60,45,50,65,50,60,45,55,60,50,60,45,50,60,50,65,50,50,20,20,60,40,40,30,45,50,65
36717,1B,LEWIS MAZAN,ANA,MLB,25,6' 0',Right,67,80,L,N,Normal,60,55,50,55,60,65,65,60,70,70,55,55,50,55,55,60,65,65,55,65,20,20,45,25,60,60,45,30,25
24719,3B,TAYLOR MUESSIG,CWS,MLB,24,6' 1',Right,67,67,N,N,Normal,65,50,50,55,55,70,50,55,55,55,65,50,50,55,50,70,50,55,55,55,20,20,55,65,40,55,40,40,55
36217,1B,ALEX PATTERSON,MIN,MLB,26,6' 2',Right,67,70,N,L,Durable,60,50,55,50,55,60,50,55,50,55,60,50,55,50,55,65,50,55,50,55,20,20,35,45,45,60,65,55,70
40817,1B,KEVIN RINGEL,PIT,AAA,25,6' 3',Right,67,68,H,N,Fragile,50,65,60,55,50,55,65,65,55,50,50,65,60,55,50,55,80,60,55,50,20,20,55,35,55,50,60,40,45
26923,2B,TAE-O SO,DOO,INT,27,6' 3',Right,67,71,N,N,Normal,50,50,75,50,45,55,50,80,60,50,50,50,70,50,45,55,55,75,50,45,20,20,60,45,35,30,60,65,65
35207,LF,KEISABURO TAKETA,NYY,MLB,26,6' 1',Left,67,67,H,N,Fragile,55,80,35,45,70,55,80,30,45,70,60,80,35,50,75,55,80,35,45,75,20,20,55,35,65,40,70,70,80
38331,RF,TEO ABREU,COL,MLB,26,6' 4',Left,66,80,N,H,Wrecked,55,50,55,50,55,55,45,45,45,50,55,50,55,50,60,55,50,60,50,60,20,20,45,50,70,75,55,65,55
28742,1B,BRITT BAUMAN,BAL,MLB,24,6' 4',Right,66,74,H,N,Normal,55,55,55,55,55,55,55,60,60,55,55,55,55,55,55,65,55,55,55,55,20,20,40,30,30,35,30,35,35
29380,1B,LINCOLN BERNARDUS,ATL,MLB,25,6' 4',Right,66,68,N,N,Normal,50,50,55,45,70,50,50,55,45,70,50,50,55,45,70,50,50,55,45,70,20,20,55,45,35,35,80,70,70
17091,LF,CHUCK CRABLE,STL,MLB,23,6' 5',Left,66,73,N,N,Normal,55,55,50,50,65,55,50,50,50,60,55,55,50,50,65,60,55,55,50,65,20,20,50,40,60,55,65,55,50
36673,LF,HUNTER LAFOLLETTE,COL,MLB,26,6' 1',Right,66,80,N,N,Normal,55,55,75,50,40,55,55,75,50,40,55,50,75,50,40,65,60,80,60,40,20,20,45,25,65,55,65,60,60
30574,1B,ERNESTO LOPEZ,BOS,MLB,25,6' 1',Left,66,66,N,N,Normal,60,55,50,40,65,60,55,50,40,60,60,55,50,40,65,60,55,50,40,65,20,20,35,55,55,65,45,65,65
25102,DH,HECTOR MARÍN,PIT,AAA,28,6' 2',Right,66,66,H,N,Wrecked,60,60,50,45,70,65,65,50,45,70,60,55,50,45,65,60,60,50,45,70,20,20,35,30,50,45,45,45,55
24780,LF,ERNUDIS MAYA,CWS,MLB,27,5' 10',Left,66,66,N,N,Normal,50,60,55,55,65,50,55,50,50,65,50,60,55,55,65,50,60,55,55,70,20,20,20,40,50,60,45,55,55
37423,RF,YONATO MONTOYA,CHC,MLB,26,6' 0',Switch,66,66,N,H,Fragile,50,65,55,45,55,50,60,50,45,50,50,65,55,45,55,50,65,55,45,55,25,20,55,45,70,65,75,75,80
31018,2B,TRAVIS MUELLER,KCM,MLB,25,6' 2',Right,66,66,N,N,Normal,50,50,50,55,75,50,55,50,55,75,50,50,50,55,75,50,50,50,55,75,20,20,65,65,65,65,50,55,70
36130,2B,REY ORTEGA,LAD,MLB,25,6' 2',Right,66,66,H,N,Normal,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,20,20,75,70,25,65,65,55,30
29860,LF,MATTEO PATTERSON,STL,AAA,25,6' 3',Switch,66,74,H,N,Fragile,50,55,60,55,55,50,55,55,55,55,50,55,60,55,55,55,65,60,55,55,20,20,50,55,55,65,65,60,75
40616,3B,YORACIO PROVENCIA,STL,MLB,25,6' 2',Right,66,66,N,N,Normal,50,55,70,50,50,50,60,75,55,55,50,55,65,50,50,55,55,70,50,50,20,20,55,65,40,55,35,25,25
25003,2B,THOMAS RIETBERGEN,MON,MLB,28,6' 4',Right,66,66,H,H,Fragile,50,55,55,55,55,50,55,60,55,55,50,55,55,55,55,50,55,55,55,55,20,20,65,65,50,55,35,55,70
32989,RF,BLAKE STALLARD JR.,KCR,MLB,26,6' 0',Left,66,79,N,N,Normal,65,70,75,65,25,60,65,70,55,25,65,75,75,65,25,65,80,80,65,25,20,25,45,45,65,70,65,50,70
23392,RF,RAVUAMA TEKIATE,COL,MLB,23,6' 1',Left,66,74,L,L,Normal,55,55,60,50,50,55,55,55,50,45,55,55,65,50,50,55,65,60,50,55,20,20,45,45,55,60,60,40,45
30692,2B,YAISNIER VERACRUZ,SF,MLB,24,6' 2',Right,66,80,H,N,Durable,50,60,55,65,55,55,65,60,75,65,50,55,50,60,55,55,80,60,65,55,20,20,65,60,45,55,70,50,75
24434,CF,FLORIAN ZAVALETA,PHI,MLB,24,6' 4',Right,66,66,H,N,Fragile,55,50,65,45,50,55,50,70,45,50,55,50,65,45,50,55,50,65,50,50,20,20,55,55,65,65,70,55,65
15319,C,FEDERICO GARCÍA,SF,MLB,26,6' 4',Right,65,65,H,H,Normal,50,50,55,50,40,50,50,60,50,40,50,50,55,50,40,50,50,60,50,40,70,50,40,35,35,35,20,20,25
17103,RF,TOBY HAWKINS,LAD,MLB,32,6' 3',Left,65,65,H,N,Durable,55,60,60,55,45,55,55,55,50,45,55,65,65,55,45,55,60,60,55,45,25,20,40,45,55,65,45,60,60
28404,SP,DECLAN HEALEY,WAS,AA,24,6' 4',Right,65,65,N,N,Fragile,40,35,20,40,45,40,40,20,40,45,40,35,20,40,45,45,35,20,40,45,20,20,35,50,30,25,25,20,20
36937,C,IRENO HERNÁNDEZ,BOS,MLB,27,6' 5',Left,65,72,N,H,Normal,45,55,55,80,40,45,50,50,70,35,45,60,55,80,40,45,55,55,80,45,65,65,30,30,30,30,20,20,20
38354,C,JESSE HOLLIDAY,ANA,MLB,24,6' 2',Left,65,65,H,H,Normal,50,50,55,50,55,50,45,45,45,45,50,50,55,50,55,50,50,55,50,55,60,55,50,45,40,45,25,20,35
37314,C,CYRIL PAQUIN,MIN,MLB,26,6' 6',Right,65,75,N,N,Normal,50,50,45,45,65,50,50,45,45,65,50,50,45,45,65,50,50,50,45,70,65,65,30,40,25,35,45,60,65
35494,C,SHANG DAO,STL,MLB,25,6' 6',Right,64,64,N,N,Normal,50,45,50,50,55,55,45,55,50,60,50,45,50,50,55,50,45,50,50,55,65,50,35,45,30,45,20,25,20
38940,2B,PAOLINO DE ANGELIS,SAIT,INT,23,5' 10',Right,64,64,N,N,Normal,60,50,50,45,65,65,55,55,50,75,60,50,50,45,60,60,55,50,45,65,20,20,60,40,40,30,45,35,30
36985,3B,ANDRES DEVORA,MIL,MLB,26,6' 2',Switch,64,64,N,N,Normal,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,55,55,55,50,55,20,20,65,65,60,60,70,60,70
38829,1B,ALVARO FABREGAS,FLA,AAA,26,6' 0',Right,64,64,H,N,Normal,50,60,65,50,50,50,65,65,50,50,50,60,60,50,50,50,60,65,50,50,25,25,55,65,35,65,50,40,55
39142,C,MELVIN GAMBOA,ATL,MLB,27,6' 4',Right,64,64,N,N,Wrecked,40,55,65,55,50,40,55,75,55,50,40,55,65,50,50,45,55,65,55,50,55,60,35,50,40,60,30,25,40
7111,C,IGONE GUERRERO,KCR,MLB,29,6' 3',Left,64,65,N,N,Normal,50,50,55,60,40,50,45,50,50,40,50,50,55,65,40,50,50,65,60,40,75,50,20,40,20,40,35,45,45
38679,2B,FRANZ KOWALSKI,MIL,MLB,26,6' 1',Switch,64,64,N,N,Normal,50,45,55,50,50,50,45,55,50,50,50,45,60,50,55,50,45,60,50,50,20,25,65,60,25,80,70,65,50
41301,1B,A.J. LOYA,KCM,MLB,30,6' 1',Left,64,64,H,N,Normal,50,65,65,65,50,50,60,60,60,50,50,65,65,65,50,50,65,65,65,50,20,25,35,50,55,60,30,40,40
32174,RF,MASON LUEBBERT,NYM,MLB,24,6' 4',Left,64,64,N,H,Normal,60,70,35,50,60,60,65,35,50,55,60,70,40,50,60,60,70,35,50,60,20,20,55,55,65,70,65,65,65
30614,LF,JACOPO MANCA,TEX,MLB,25,6' 2',Right,64,64,H,H,Fragile,55,65,50,40,70,55,80,55,45,75,55,65,50,40,70,55,70,60,40,70,20,20,35,35,55,50,50,45,65
39137,LF,RUDOLPH MAZZEI,KCM,A-,25,6' 4',Left,64,64,N,N,Normal,55,70,70,55,40,50,55,60,50,35,60,70,75,60,40,55,70,70,55,40,25,20,35,40,55,55,55,45,60
35438,C,STEVE NICHOLS,TB,MLB,25,6' 2',Right,64,65,N,H,Durable,55,45,50,45,50,55,45,50,45,50,55,45,50,45,50,55,45,55,45,50,60,60,40,55,35,55,30,30,20
36480,C,SYLVESTER OKOTIE,CLE,MLB,26,6' 1',Right,64,73,N,H,Normal,55,50,50,55,50,55,50,50,55,50,55,50,50,55,50,55,55,55,55,55,55,65,55,55,30,55,35,45,45
30054,LF,YUNEL OLIVAS,WAS,MLB,25,6' 1',Right,64,70,L,L,Normal,55,60,55,55,55,55,60,55,55,55,55,55,55,50,55,55,60,55,55,60,20,20,45,45,65,65,75,45,30
32667,CF,NED OWENS JR.,BAL,MLB,25,6' 5',Left,64,67,L,N,Fragile,55,70,55,50,50,55,65,55,50,50,55,70,60,50,50,55,70,75,50,50,20,20,40,35,65,65,75,65,75
9106,RF,ALFREDO PIÑA,ARI,MLB,28,5' 11',Left,64,64,N,N,Durable,55,65,55,50,50,50,50,45,45,45,60,70,55,50,50,55,70,55,50,50,20,20,25,50,55,70,75,75,80
33712,CF,MITCH RANFT,HOU,MLB,26,6' 3',Right,64,64,N,L,Normal,50,55,55,55,50,50,55,55,55,50,50,55,50,55,50,50,55,55,55,55,20,20,50,55,70,70,70,75,75
40849,C,WALKER RICHARDSON,DET,MLB,25,6' 1',Switch,64,64,N,N,Normal,50,50,55,50,45,50,50,70,55,50,50,50,55,50,45,50,50,55,50,45,65,60,35,35,30,40,30,55,75
35525,3B,GABRIEL SILVA,ARI,AAA,28,6' 2',Left,64,69,N,N,Normal,50,55,75,65,30,50,55,70,60,30,50,60,80,65,30,55,60,80,65,35,20,20,60,65,45,50,35,50,60
32044,1B,FABIAN SOTO,SEA,MLB,24,6' 1',Left,64,75,N,N,Durable,55,50,55,50,70,50,45,50,45,60,55,50,55,50,70,55,50,60,50,70,20,20,45,30,35,35,40,35,45
30973,1B,WILL CONGER,PHI,AAA,24,6' 1',Right,63,71,N,N,Durable,45,60,65,50,60,50,65,75,50,75,45,60,60,45,55,45,60,65,50,65,20,20,40,30,35,20,70,35,40
38594,1B,JERONIMO COVARRUBIAS,PHI,AAA,26,6' 1',Switch,63,63,N,L,Normal,55,50,55,55,60,50,50,55,50,60,55,50,55,55,60,55,50,55,55,60,20,20,45,45,40,35,45,25,25
29428,2B,CHICHO DELGADO,CIN,A+,25,6' 0',Right,63,63,L,N,Normal,55,60,45,45,80,55,60,45,45,80,55,55,45,45,80,55,60,45,45,80,25,20,55,40,45,30,55,40,55
24773,1B,MÁRCIO DOURADO,SD,MLB,27,6' 5',Right,63,63,H,N,Iron Man,50,50,55,50,65,50,50,55,50,65,50,50,55,50,65,50,50,55,50,65,20,20,50,60,40,50,25,25,20
37395,2B,HENRY MATUSKY,KCR,WL,26,5' 10',Right,63,63,H,N,Normal,50,50,50,65,75,50,50,50,70,75,50,50,50,65,75,50,50,50,65,75,20,20,45,50,40,40,50,40,25
31122,3B,GABE SAMS,ANA,AAA,25,6' 3',Right,63,66,H,H,Fragile,55,60,55,50,50,55,60,55,50,55,55,60,55,50,50,55,60,55,50,50,20,20,65,65,60,65,55,20,20
24811,LF,DANIEL SOLIZ,ANA,AAA,29,6' 3',Right,63,64,H,N,Normal,55,60,60,50,50,60,65,65,55,50,55,55,60,50,50,60,60,60,55,50,20,20,30,45,55,50,40,45,45
39580,1B,BROCK BENOY,OAK,AAA,25,6' 2',Right,62,62,N,N,Normal,65,55,55,45,50,65,55,60,45,55,65,50,50,45,50,65,55,55,45,50,20,20,55,45,40,35,50,35,25
33700,SS,ZACH BRUBAKER,PHI,MLB,26,6' 0',Right,62,62,N,N,Normal,50,65,50,50,50,50,70,50,50,50,50,65,50,50,50,50,65,55,50,50,20,20,70,75,45,65,55,65,75
19273,CF,AARON BRUTON,ATL,MLB,23,6' 3',Right,62,80,N,N,Fragile,50,50,55,40,55,50,50,55,40,55,50,50,55,40,55,55,60,55,45,80,20,20,35,60,75,80,70,70,65
40968,3B,MICHAEL CHESSON,COL,MLB,25,6' 4',Right,62,62,H,N,Normal,55,50,55,45,45,55,50,60,45,50,55,50,55,45,45,55,55,55,45,45,20,20,65,75,45,75,60,40,55
30868,SS,RORY DEMARK,HOU,MLB,25,6' 2',Right,62,62,N,N,Normal,55,50,50,50,50,55,50,50,50,50,55,50,50,50,50,55,50,50,50,50,20,20,75,75,60,60,60,55,80
38577,C,PETE DRECHSLER,TEX,MLB,26,6' 4',Switch,62,62,N,L,Normal,55,50,50,55,45,55,50,50,60,45,55,50,50,55,45,55,50,50,55,45,60,50,30,40,25,45,40,35,20
7688,C,ANDRÉS FONSECA,OSA,INT,28,6' 2',Right,62,64,N,N,Normal,75,60,50,50,35,75,65,55,55,35,75,55,50,50,35,80,60,55,50,35,60,65,25,55,25,55,20,25,30
30485,LF,LUIS ENRIQUE GONZÁLEZ,ANA,AAA,29,6' 2',Left,62,62,N,N,Fragile,55,50,55,50,55,55,50,55,50,50,55,50,60,50,55,55,50,55,50,55,20,20,40,30,55,55,60,45,50
28873,1B,KARVER HAMAN,CLE,MLB,23,6' 4',Right,62,80,N,N,Normal,50,50,50,50,65,55,55,55,50,70,50,50,50,50,60,75,55,70,50,75,20,20,50,30,35,30,60,35,45
32721,C,STANLEY HEAL,TOR,MLB,24,6' 0',Right,62,62,H,N,Fragile,65,45,50,45,45,65,45,50,45,45,65,45,50,45,45,65,45,50,45,45,60,45,35,35,20,35,30,25,20
21770,1B,TEOSCAR HERNÁNDEZ,TEX,MLB,28,6' 0',Left,62,63,H,N,Fragile,60,55,50,45,60,55,50,45,45,55,65,55,50,50,60,65,55,50,45,65,20,20,55,55,55,45,25,20,25
25083,C,YAVIER HOLGUIN,PIT,MLB,29,6' 0',Right,62,65,H,H,Normal,45,45,55,50,50,45,50,55,50,50,45,45,50,45,50,50,50,55,50,50,75,55,25,35,20,35,20,25,20
32110,3B,MIHLALI KHANYILE,KCR,MLB,24,6' 3',Right,62,79,H,H,Normal,55,50,55,45,55,55,55,55,45,55,55,50,55,45,55,75,50,55,45,55,25,25,45,60,35,55,60,50,65
9380,C,HOWARD KONIECZNY,FUK,INT,32,6' 0',Right,62,62,N,N,Normal,45,50,55,55,55,45,55,55,55,55,45,50,55,55,55,45,50,55,55,55,55,65,20,45,20,50,20,25,25
24847,DH,CALEB KORSMARK,OSA,INT,31,6' 0',Left,62,62,H,N,Iron Man,55,60,60,80,45,50,55,55,80,45,55,65,60,80,45,55,60,60,80,45,20,25,25,45,40,60,25,35,25
38451,RF,R.J. LAUER,BOS,MLB,25,6' 1',Right,62,62,L,N,Durable,50,60,55,50,55,50,65,55,50,55,50,60,50,50,55,50,65,55,50,55,20,25,35,55,60,70,65,55,50
40882,CF,SEBASTIAN LEDESMA,CLE,MLB,22,6' 1',Switch,62,62,N,N,Normal,60,60,50,50,55,55,55,45,45,50,60,65,50,50,60,60,60,50,50,55,20,20,50,40,65,55,75,70,70
36963,RF,MARK MCLEOD,KCR,MLB,26,6' 4',Right,62,66,H,N,Fragile,55,55,50,50,50,55,55,50,50,50,55,55,50,50,50,55,75,55,50,50,20,20,55,40,65,55,65,70,80
36614,1B,LEO MENDOZA,ANA,MLB,26,6' 1',Left,62,76,N,N,Normal,45,55,65,75,50,45,55,60,65,45,45,60,70,75,50,50,55,70,75,55,20,20,35,35,40,55,45,50,50
36630,1B,EMANUEL MOROA,COL,AAA,26,6' 0',Left,62,73,N,N,Normal,55,55,50,60,60,55,55,50,55,60,55,55,50,60,60,55,55,60,60,60,20,20,45,50,45,70,40,45,35
37231,LF,LOGAN NAVARRO,SD,MLB,26,6' 1',Right,62,62,N,N,Normal,65,55,55,45,50,65,55,55,45,50,65,55,55,45,50,65,55,55,45,50,20,20,50,40,60,60,65,55,30
34942,RF,TOBE ODEN,MIN,MLB,26,6' 1',Left,62,62,H,N,Fragile,50,55,55,50,50,50,55,50,50,50,50,60,55,50,55,55,60,55,50,50,20,20,35,45,60,65,55,70,60
24162,2B,JAMEL OUELLET,TB,MLB,28,6' 1',Right,62,63,H,N,Fragile,50,50,55,45,50,50,55,60,45,55,50,50,50,40,50,55,50,55,45,50,20,20,70,50,55,55,55,70,70
8056,RF,PARKER RICHTER,ARI,MLB,29,6' 4',Left,62,62,N,N,Normal,45,55,50,70,50,45,45,45,55,50,45,55,50,80,50,50,55,50,70,50,20,20,60,45,65,65,55,70,80
14013,2B,EMANUEL ROJAS,CWS,MLB,24,6' 2',Right,62,76,N,N,Normal,60,50,55,45,45,65,50,65,50,50,60,50,55,45,45,75,60,55,50,50,20,20,70,55,30,55,70,60,65
30883,LF,KENNAN SEALS,MIN,MLB,24,6' 2',Right,62,68,N,N,Fragile,55,70,50,50,55,55,75,50,50,65,55,70,50,45,55,55,75,55,50,55,20,20,55,50,60,65,75,70,75
36019,RF,PEYTON SOREY,FLA,AAA,25,6' 3',Left,62,62,N,N,Fragile,55,50,50,60,50,55,50,45,55,45,55,50,50,60,50,55,50,55,60,50,20,20,50,40,65,60,75,65,65
38770,2B,MAYKY SÁNCHEZ,BOS,AAA,21,6' 4',Right,62,80,H,N,Durable,55,50,55,50,50,65,55,60,55,55,55,50,55,50,45,65,80,80,80,70,20,20,65,65,35,50,50,50,40
37755,2B,ROB THOMPSON,CLE,MLB,27,6' 0',Right,62,70,N,N,Normal,50,65,50,55,60,50,70,50,55,60,50,65,50,55,60,50,65,60,55,60,20,20,70,60,50,60,50,35,30
23713,1B,RICK VAN HARTJE,CWS,AAA,23,6' 0',Left,62,80,N,N,Normal,60,50,40,60,65,60,50,40,55,60,65,50,45,60,65,65,50,50,60,65,20,20,45,45,55,45,60,45,45
29500,RF,KENDRICK WHITE,MON,MLB,25,6' 4',Switch,62,62,N,N,Durable,60,55,50,50,50,55,50,50,50,50,60,55,50,50,55,60,55,50,50,55,20,20,55,45,60,65,60,60,75
33912,3B,DAKOTA WINKLER,OAK,MLB,26,6' 3',Left,62,75,N,N,Normal,50,65,45,50,65,50,55,40,45,50,55,65,45,50,70,55,65,55,50,65,20,20,65,80,35,70,60,50,70
34932,CF,HANAN YITZHAKI,KCR,MLB,26,6' 4',Right,62,62,H,N,Fragile,50,55,55,45,60,50,55,55,45,60,50,55,55,45,60,50,55,55,45,60,20,25,55,65,70,80,70,40,65
36279,SS,BONES ANDRESS,SEA,MLB,26,6' 1',Right,61,61,N,H,Fragile,50,50,55,45,55,50,50,55,45,55,50,50,55,45,55,50,50,55,45,55,20,20,75,70,35,80,35,20,20
36782,C,KUO CHU,HOU,AAA,26,5' 10',Right,61,62,N,N,Durable,55,45,50,45,60,55,45,50,45,60,55,45,50,45,60,55,45,50,45,60,65,35,30,40,25,35,20,20,20
37422,C,AUSTIN DANNENBRING,PIT,MLB,26,6' 0',Right,61,61,N,N,Durable,45,50,50,55,50,50,50,55,55,50,45,50,50,55,45,45,50,55,55,50,60,70,30,50,25,55,35,35,30
33841,LF,NELSON GRULLON,CLE,MLB,27,6' 1',Left,61,61,N,L,Fragile,50,55,60,50,50,50,55,55,50,50,50,60,65,50,50,50,60,65,50,50,20,20,25,50,60,75,45,65,65
31713,SS,OSCAR GUADIANA,PIT,MLB,25,6' 0',Right,61,61,N,N,Normal,50,55,45,45,50,50,55,45,45,50,50,55,45,45,50,50,55,50,50,50,20,20,75,75,50,80,45,55,75
39675,C,GRADY HODGSON,MON,MLB,25,6' 2',Right,61,61,N,N,Normal,50,50,50,45,50,50,50,50,45,50,50,50,50,45,50,50,50,50,45,50,65,65,30,55,35,55,40,35,50
34610,RF,KELLY HUIZAR,MIL,MLB,26,6' 2',Left,61,74,H,N,Durable,55,50,60,45,45,55,50,55,45,45,55,50,60,45,45,60,55,65,45,50,20,20,60,45,65,70,50,55,75
37642,LF,IKKU IWASAKI,SAIT,INT,26,6' 1',Right,61,63,L,N,Normal,65,65,45,55,55,65,65,45,55,55,65,65,45,55,55,65,65,50,55,55,20,25,35,40,55,60,65,65,65
38450,C,LOGAN KOSTER,CIN,MLB,26,6' 4',Right,61,61,N,L,Durable,45,50,50,50,50,45,50,55,50,50,45,50,50,50,50,45,50,55,50,50,65,50,35,40,25,35,40,30,55
7887,RF,GONZALO NOYOLA,SAIT,INT,29,6' 2',Left,61,62,N,N,Durable,55,70,50,55,45,50,55,45,50,40,55,75,55,60,45,55,70,55,55,50,20,20,35,50,65,65,60,75,75
32720,RF,VITORIO PAREDES,HIRO,INT,25,6' 5',Left,61,61,N,N,Normal,55,60,50,45,60,50,55,50,45,55,55,65,55,45,60,55,70,50,45,60,20,20,40,50,55,60,55,50,60
34636,C,PABLO PEREZ,MIL,MLB,26,6' 0',Right,61,61,N,N,Normal,50,55,50,65,45,50,55,50,65,45,50,55,50,65,45,50,55,50,65,45,60,55,25,40,30,40,45,55,60
38463,SS,ANTÓNIO REYNOSO,KCM,MLB,23,6' 0',Left,61,66,H,L,Normal,55,55,50,45,55,50,55,45,45,50,55,55,50,50,55,55,55,55,45,55,20,20,80,70,55,60,75,60,75
39557,CF,ARTURO ROMERO,MIN,MLB,22,5' 10',Left,61,76,H,N,Normal,55,70,40,45,70,50,70,40,45,65,55,70,40,45,75,55,80,40,50,80,20,20,60,45,70,60,75,65,70
38379,2B,CLARK ACRES,BOS,MLB,25,6' 1',Right,60,62,N,N,Normal,50,60,50,50,55,50,60,55,50,55,50,55,50,50,55,50,60,55,50,55,20,20,65,70,45,70,40,40,60
37810,3B,PAUL AL-HADDAR,LAD,MLB,26,6' 1',Right,60,60,N,N,Normal,55,75,50,50,50,55,75,50,50,50,55,70,50,50,50,55,75,50,50,50,20,20,55,60,25,60,60,65,65
24070,2B,LIAM ANZEVINO,CWS,MLB,28,5' 11',Switch,60,60,H,N,Wrecked,55,60,45,50,50,55,60,50,50,50,55,55,45,50,50,60,60,45,50,50,25,20,75,60,40,40,45,70,70
38698,2B,DANIEL BALA,BAL,MLB,27,6' 5',Right,60,60,N,N,Iron Man,55,50,50,45,65,55,55,50,50,70,55,50,50,45,65,55,50,50,45,65,20,20,70,60,30,45,35,45,40
36906,CF,PEPPER BARKER,KCM,MLB,27,6' 0',Right,60,61,H,N,Durable,45,65,50,55,50,45,75,55,55,50,45,65,50,50,50,45,70,55,55,55,20,25,50,45,75,60,80,80,80
35904,3B,JUAN CALDERON,CLE,MLB,26,6' 2',Left,60,60,H,N,Wrecked,70,65,50,45,45,65,50,45,45,40,75,70,55,50,45,75,65,50,45,45,20,20,65,70,50,65,50,60,65
35502,1B,VICTOR CARDEÑAS,CIN,MLB,25,6' 0',Right,60,60,L,N,Durable,50,55,55,50,60,50,55,55,50,60,50,55,55,50,60,50,55,55,50,70,20,20,50,40,40,30,75,65,75
32131,2B,LIAM COSTA,CLE,AAA,24,5' 10',Switch,60,60,N,N,Normal,55,50,55,60,55,55,50,55,60,55,55,50,55,60,55,55,50,55,60,55,20,20,65,35,30,35,70,60,55
35661,1B,RAYAN DE LA CRUZ,WAS,MLB,27,6' 2',Right,60,60,N,N,Durable,55,55,55,70,50,55,60,55,75,55,50,55,55,65,50,55,55,55,70,55,20,20,40,45,30,35,65,65,65
33666,1B,NICOLAU DOMIZZI,SD,MLB,26,6' 0',Right,60,68,H,N,Fragile,75,75,50,60,40,75,75,50,60,40,75,75,50,55,40,80,80,55,60,40,20,20,50,45,40,30,80,65,75
29498,1B,MARIO ESPINOZA,ANA,A+,25,6' 6',Right,60,60,H,N,Durable,55,40,65,55,45,55,45,65,60,45,55,40,65,55,45,65,40,65,55,45,20,20,45,35,40,30,25,20,20
